frame,id,x,y,vx,vy,ax,ay,v_mag,a_mag,v_angle,a_angle,diff_v_a_angle,diff_v_angle,diff_a_angle,class,holder,closest,selected,prev_holder,def_selected
0,1,48.02,22.73,0.01,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,2,False,,False
0,2,48.7,22.93,0.04,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,False,1,False,,False
0,3,50.04,11.04,-0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,4,False,,False
0,4,50.91,11.39,-0.02,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,True,3,False,,False
0,5,41.1,18.79,-0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,False,6,False,,False
0,6,41.22,17.07,0.04,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,5,False,,False
0,7,38.07,19.72,-0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,False,8,False,,False
0,8,37.85,17.83,-0.05,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,7,False,,False
0,9,34.62,19.26,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,False,10,False,,False
0,10,35.16,19.48,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,9,False,,False
0,11,31.78,22.76,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,False,12,False,,False
0,12,31.42,22.34,-0.06,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,11,False,,False
0,13,25.14,21.15,-0.06,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,False,14,False,,False
0,14,25.42,20.08,-0.04,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,13,False,,False
0,15,50.91,11.39,-0.02,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disc,False,0,False,,False
1,1,48.02,22.74,0.02,0.12,0.1,0.29,0.18,0.0,85.06,0.0,85.06,85.06,0.0,defense,False,2,False,,False
1,2,48.71,22.9,0.06,-0.37,0.23,-1.3,0.44,0.0,-80.49,0.0,80.49,-80.49,0.0,offense,False,1,False,,False
1,3,50.04,11.06,-0.01,0.11,-0.08,0.15,0.18,0.0,-107.16,0.0,107.16,-107.16,0.0,defense,False,4,False,,False
1,4,50.91,11.36,-0.02,-0.07,0.02,0.45,0.57,0.0,-99.3,0.0,99.3,-99.3,0.0,offense,True,3,False,,False
1,5,41.1,18.77,-0.01,-0.15,-0.02,-0.49,0.18,0.0,-92.04,0.0,92.04,-92.04,0.0,offense,False,6,False,,False
1,6,41.22,17.1,0.05,0.24,0.09,0.72,0.32,0.0,75.87,0.0,75.87,75.87,0.0,defense,False,5,False,,False
1,7,38.06,19.71,-0.0,-0.09,-0.02,-0.32,0.11,0.0,-90.99,0.0,90.99,-90.99,0.0,offense,False,8,False,,False
1,8,37.84,17.81,-0.07,-0.1,-0.19,-0.08,0.26,0.0,-110.99,0.0,110.99,-110.99,0.0,defense,False,7,False,,False
1,9,34.62,19.26,0.01,-0.0,0.05,-0.01,0.01,0.0,-7.33,0.0,7.33,-7.33,0.0,offense,False,10,False,,False
1,10,35.16,19.49,0.01,0.03,0.06,0.07,0.18,0.0,74.16,0.0,74.16,74.16,0.0,defense,False,9,False,,False
1,11,31.78,22.76,0.03,0.03,0.09,0.09,0.05,0.0,45.42,0.0,45.42,45.42,0.0,offense,False,12,False,,False
1,12,31.41,22.34,-0.1,-0.05,-0.32,-0.16,0.13,0.0,-154.12,0.0,154.12,-154.12,0.0,defense,False,11,False,,False
1,13,25.13,21.14,-0.08,-0.09,-0.25,-0.26,0.17,0.0,-131.83,0.0,131.83,-131.83,0.0,offense,False,14,False,,False
1,14,25.41,20.07,-0.05,-0.11,-0.15,-0.24,0.03,0.0,-7.24,0.0,7.24,-7.24,0.0,defense,False,13,False,,False
1,15,50.91,11.36,-0.02,-0.07,0.02,0.45,0.57,0.0,-99.3,0.0,99.3,-99.3,0.0,disc,False,0,False,,False
2,1,48.02,22.76,0.05,0.09,0.29,-0.25,0.18,0.0,84.95,-90.36,175.32,-0.1,-90.36,defense,False,2,False,,False
2,2,48.72,22.86,0.08,-0.49,0.19,-1.21,0.47,0.04,-80.08,-75.25,4.83,0.41,-75.25,offense,False,1,False,,False
2,3,50.03,11.07,-0.01,0.15,-0.02,0.4,0.03,0.15,-120.07,75.68,164.25,-12.91,75.68,defense,False,4,False,,False
2,4,50.91,11.36,-0.01,0.06,0.1,1.25,0.34,0.23,-100.09,81.9,178.01,-0.79,81.9,offense,True,3,False,,False
2,5,41.1,18.76,-0.01,-0.19,-0.01,-0.37,0.19,0.0,-92.2,-98.02,5.82,-0.15,-98.02,offense,False,6,False,,False
2,6,41.23,17.12,0.04,0.28,-0.06,0.32,0.33,0.01,75.94,80.14,4.19,0.07,80.14,defense,False,5,False,,False
2,7,38.06,19.7,-0.01,-0.12,-0.02,-0.25,0.12,0.01,-92.68,-129.36,36.68,-1.69,-129.36,offense,False,8,False,,False
2,8,37.83,17.8,-0.08,-0.12,-0.16,-0.17,0.14,0.13,-123.53,82.06,154.41,-12.54,82.06,defense,False,7,False,,False
2,9,34.63,19.26,0.02,-0.0,0.09,-0.01,0.01,0.0,-7.33,172.42,179.75,0.01,172.42,offense,False,10,False,,False
2,10,35.16,19.49,0.01,-0.04,-0.04,-0.65,0.01,0.19,-139.76,-107.47,32.3,-213.92,-107.47,defense,False,9,False,,False
2,11,31.79,22.76,0.03,0.03,0.07,0.07,0.05,0.0,44.06,-104.63,148.68,-1.37,-104.63,offense,False,12,False,,False
2,12,31.4,22.33,-0.12,-0.06,-0.24,-0.12,0.14,0.0,-152.61,-103.88,48.73,1.51,-103.88,defense,False,11,False,,False
2,13,25.12,21.13,-0.1,-0.11,-0.17,-0.18,0.16,0.0,-132.12,67.59,160.29,-0.29,67.59,offense,False,14,False,,False
2,14,25.4,20.06,-0.08,-0.12,-0.3,-0.18,0.15,0.14,58.57,69.39,10.81,65.81,69.39,defense,False,13,False,,False
2,15,50.91,11.36,-0.01,0.06,0.1,1.25,0.34,0.23,-100.09,81.9,178.01,-0.79,81.9,disc,False,0,False,,False
3,1,48.03,22.78,0.12,0.08,0.7,-0.18,0.36,0.18,85.06,85.16,0.1,0.1,175.52,defense,False,2,False,,False
3,2,48.73,22.79,0.13,-0.66,0.48,-1.69,0.84,0.37,-80.72,-81.55,0.83,-0.64,-6.31,offense,False,1,False,,False
3,3,50.03,11.09,-0.02,0.24,-0.03,0.89,0.72,0.75,88.18,86.99,1.19,208.25,11.31,defense,False,4,False,,False
3,4,50.9,11.37,0.0,0.25,0.15,1.9,0.85,0.51,-99.31,-98.79,0.53,0.78,-180.69,offense,True,3,False,,False
3,5,41.09,18.73,-0.01,-0.26,-0.03,-0.74,0.37,0.18,-92.08,-91.96,0.12,0.12,6.06,offense,False,6,False,,False
3,6,41.24,17.17,0.03,0.34,-0.08,0.67,0.65,0.32,75.91,75.87,0.04,-0.04,-4.26,defense,False,5,False,,False
3,7,38.06,19.68,-0.01,-0.17,-0.04,-0.49,0.21,0.09,-89.13,-84.54,4.58,3.55,44.81,offense,False,8,False,,False
3,8,37.82,17.79,-0.12,-0.18,-0.35,-0.6,0.67,0.54,-109.8,-106.34,3.45,13.73,-188.4,defense,False,7,False,,False
3,9,34.63,19.26,0.04,0.01,0.25,0.1,0.01,0.01,-7.33,-7.34,0.01,-0.01,-179.76,offense,False,10,False,,False
3,10,35.16,19.49,0.01,-0.14,-0.0,-1.02,0.15,0.15,75.34,73.26,2.08,215.11,180.73,defense,False,9,False,,False
3,11,31.79,22.77,0.05,0.05,0.13,0.13,0.1,0.05,46.09,47.89,1.8,2.03,152.52,offense,False,12,False,,False
3,12,31.38,22.32,-0.17,-0.09,-0.48,-0.24,0.27,0.13,-153.61,-154.65,1.04,-1.0,-50.78,defense,False,11,False,,False
3,13,25.1,21.12,-0.14,-0.16,-0.45,-0.58,0.33,0.16,-132.12,-132.12,0.0,-0.0,-199.71,offense,False,14,False,,False
3,14,25.39,20.04,-0.14,-0.16,-0.61,-0.35,0.58,0.73,-116.52,-117.55,1.03,-175.1,-186.93,defense,False,13,False,,False
3,15,50.9,11.37,0.0,0.25,0.15,1.9,0.85,0.51,-99.31,-98.79,0.53,0.78,-180.69,disc,False,0,False,,False
4,1,48.04,22.78,0.23,0.14,1.11,0.68,0.29,0.09,76.82,-67.02,143.84,-8.24,-152.18,defense,False,2,False,,False
4,2,48.75,22.69,0.18,-0.74,0.53,-0.79,1.06,0.22,-79.64,-75.47,4.17,1.09,6.09,offense,False,1,False,,False
4,3,50.03,11.12,-0.02,0.27,-0.02,0.29,0.19,0.54,107.62,-98.61,153.76,19.44,-185.6,defense,False,4,False,,False
4,4,50.91,11.42,0.04,0.56,0.32,3.09,0.85,1.7,83.8,82.24,1.56,183.11,181.02,offense,True,3,False,,False
4,5,41.09,18.69,-0.01,-0.31,-0.02,-0.47,0.38,0.01,-92.2,-97.95,5.75,-0.12,-5.98,offense,False,6,False,,False
4,6,41.24,17.21,-0.0,0.33,-0.35,-0.1,0.68,0.07,80.95,140.65,59.7,5.04,64.78,defense,False,5,False,,False
4,7,38.06,19.66,-0.01,-0.2,-0.05,-0.35,0.25,0.05,-95.07,-118.87,23.8,-5.95,-34.33,offense,False,8,False,,False
4,8,37.81,17.77,-0.13,-0.19,-0.14,-0.15,0.2,0.82,117.29,80.46,36.83,227.09,186.81,defense,False,7,False,,False
4,9,34.63,19.26,0.09,0.03,0.42,0.27,0.01,0.0,-7.33,-7.13,0.2,0.01,0.22,offense,False,10,False,,False
4,10,35.16,19.46,0.01,-0.29,0.01,-1.53,0.1,0.25,-100.56,-102.97,2.42,-175.9,-176.24,defense,False,9,False,,False
4,11,31.8,22.77,0.06,0.06,0.09,0.16,0.1,0.0,45.91,-11.08,56.99,-0.18,-58.97,offense,False,12,False,,False
4,12,31.36,22.31,-0.2,-0.09,-0.35,-0.02,0.27,0.01,-152.57,-109.22,43.34,1.04,45.43,defense,False,11,False,,False
4,13,25.09,21.1,-0.19,-0.22,-0.42,-0.59,0.28,0.06,-134.99,62.12,162.89,-2.87,194.23,offense,False,14,False,,False
4,14,25.37,20.02,-0.2,-0.13,-0.5,0.3,0.41,0.16,-117.34,65.54,177.12,-0.82,183.09,defense,False,13,False,,False
4,15,50.91,11.42,0.04,0.56,0.32,3.09,0.85,1.7,83.8,82.24,1.56,183.11,181.02,disc,False,0,False,,False
5,1,48.08,22.77,0.39,0.36,1.58,2.17,0.12,0.26,13.8,-78.65,92.45,-63.02,-11.62,defense,False,2,False,,False
5,2,48.77,22.6,0.23,-0.76,0.46,-0.19,1.06,0.0,-79.64,-79.7,0.06,-0.0,-4.23,offense,False,1,False,,False
5,3,50.03,11.17,-0.02,0.32,0.03,0.53,0.12,0.1,131.93,-103.94,124.13,24.3,-5.33,defense,False,4,False,,False
5,4,50.91,11.52,0.06,0.78,0.2,2.22,1.25,0.41,84.45,85.78,1.34,0.64,3.54,offense,True,3,False,,False
5,5,41.09,18.66,-0.01,-0.35,-0.02,-0.43,0.37,0.01,-92.08,81.27,173.36,0.12,179.22,offense,False,6,False,,False
5,6,41.24,17.24,-0.05,0.28,-0.46,-0.55,0.36,0.35,97.92,-116.4,145.68,16.98,-257.05,defense,False,5,False,,False
5,7,38.06,19.63,-0.02,-0.23,-0.04,-0.31,0.26,0.01,-95.33,-104.04,8.72,-0.25,14.83,offense,False,8,False,,False
5,8,37.79,17.74,-0.14,-0.26,-0.13,-0.68,0.22,0.03,124.77,173.06,48.29,7.48,92.6,defense,False,7,False,,False
5,9,34.65,19.27,0.15,0.07,0.64,0.37,0.08,0.07,-7.33,-7.33,0.0,-0.0,-0.21,offense,False,10,False,,False
5,10,35.16,19.41,0.02,-0.47,0.15,-1.79,0.08,0.15,13.71,50.9,37.19,114.26,153.87,defense,False,9,False,,False
5,11,31.8,22.78,0.07,0.1,0.1,0.34,0.09,0.01,44.25,-111.18,155.43,-1.66,-100.1,offense,False,12,False,,False
5,12,31.34,22.3,-0.24,-0.06,-0.36,0.25,0.27,0.01,-153.66,76.33,130.01,-1.1,185.55,defense,False,11,False,,False
5,13,25.06,21.07,-0.25,-0.3,-0.62,-0.79,0.2,0.08,-134.62,44.05,178.66,0.37,-18.07,offense,False,14,False,,False
5,14,25.34,20.0,-0.25,-0.05,-0.55,0.75,0.21,0.23,-139.44,82.39,138.17,-22.1,16.85,defense,False,13,False,,False
5,15,50.91,11.52,0.06,0.78,0.2,2.22,1.25,0.41,84.45,85.78,1.34,0.64,3.54,disc,False,0,False,,False
6,1,48.14,22.82,0.6,0.58,2.13,2.22,1.06,1.03,-56.04,-62.32,6.28,-69.84,16.33,defense,False,2,False,,False
