frame,id,x,y,vx,vy,ax,ay,v_mag,a_mag,v_angle,a_angle,diff_v_a_angle,diff_v_angle,diff_a_angle,class,holder,closest,selected,prev_holder,def_selected
0,1,10.06,42.43,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,True,4,False,,False
0,2,14.68,35.69,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,3,False,,False
0,3,15.45,32.47,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,False,2,False,,False
0,4,15.43,31.42,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,1,False,,False
0,5,34.26,42.27,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,False,8,False,,False
0,6,15.45,14.59,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,False,7,False,,False
0,7,21.24,17.88,-0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,6,False,,False
0,8,39.11,40.84,-0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,5,False,,False
0,9,30.47,22.72,-0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,False,12,False,,False
0,10,36.91,29.55,-0.01,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,11,False,,False
0,11,35.28,29.08,0.04,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,False,10,False,,False
0,12,33.72,23.05,-0.1,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,9,False,,False
0,13,39.8,7.05,-0.04,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,14,False,,False
0,14,33.39,3.86,0.01,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,False,13,False,,False
0,15,10.06,42.43,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disc,False,0,False,,False
1,1,10.06,42.43,0.12,0.06,0.89,0.43,0.07,0.0,28.77,0.0,28.77,28.77,0.0,offense,True,4,False,,False
1,2,14.68,35.7,0.05,0.2,0.28,1.21,0.16,0.0,52.61,0.0,52.61,52.61,0.0,defense,False,3,False,,False
1,3,15.46,32.48,0.04,0.07,-0.1,0.08,0.1,0.0,48.12,0.0,48.12,48.12,0.0,offense,False,2,False,,False
1,4,15.44,31.43,0.13,0.15,0.53,0.58,0.2,0.0,53.78,0.0,53.78,53.78,0.0,defense,False,1,False,,False
1,5,34.26,42.28,0.01,0.04,-0.0,0.23,0.04,0.0,52.71,0.0,52.71,52.71,0.0,offense,False,8,False,,False
1,6,15.45,14.59,-0.0,-0.01,-0.05,-0.08,0.0,0.0,174.46,0.0,174.46,174.46,0.0,offense,False,7,False,,False
1,7,21.23,17.89,-0.08,0.06,-0.52,0.2,0.09,0.0,125.21,0.0,125.21,125.21,0.0,defense,False,6,False,,False
1,8,39.1,40.85,-0.09,0.11,-0.65,0.37,0.39,0.0,77.32,0.0,77.32,77.32,0.0,defense,False,5,False,,False
1,9,30.47,22.72,-0.0,0.05,-0.02,0.17,0.07,0.0,90.8,0.0,90.8,90.8,0.0,offense,False,12,False,,False
1,10,36.91,29.55,-0.03,-0.04,-0.18,-0.24,0.01,0.0,169.85,0.0,169.85,169.85,0.0,defense,False,11,False,,False
1,11,35.28,29.09,0.06,0.15,0.18,0.49,0.2,0.0,69.49,0.0,69.49,69.49,0.0,offense,False,10,False,,False
1,12,33.7,23.01,-0.14,-0.29,-0.39,-0.37,0.54,0.0,-109.67,0.0,109.67,-109.67,0.0,defense,False,9,False,,False
1,13,39.79,7.06,-0.08,-0.09,-0.47,-0.58,0.04,0.0,175.82,0.0,175.82,175.82,0.0,defense,False,14,False,,False
1,14,33.39,3.86,0.01,-0.04,0.04,-0.13,0.06,0.0,-74.38,0.0,74.38,-74.38,0.0,offense,False,13,False,,False
1,15,10.06,42.43,0.12,0.06,0.89,0.43,0.07,0.0,28.77,0.0,28.77,28.77,0.0,disc,False,0,False,,False
2,1,10.07,42.43,0.27,0.14,1.49,0.75,0.07,0.0,28.63,-19.1,47.73,-0.15,-19.1,offense,True,4,False,,False
2,2,14.69,35.72,0.09,0.39,0.33,1.93,0.18,0.01,50.62,26.63,23.98,-1.99,26.63,defense,False,3,False,,False
2,3,15.46,32.49,0.1,0.21,0.6,1.37,0.1,0.0,48.12,-132.11,179.77,0.0,-132.11,offense,False,2,False,,False
2,4,15.45,31.45,0.21,0.25,0.88,1.01,0.2,0.0,53.7,-51.38,105.09,-0.07,-51.38,defense,False,1,False,,False
2,5,34.26,42.28,0.02,0.09,0.07,0.5,0.02,0.02,54.48,-129.85,175.67,1.77,-129.85,offense,False,8,False,,False
2,6,15.45,14.59,-0.03,-0.05,-0.32,-0.46,0.01,0.01,-5.59,-5.58,0.01,-180.05,-5.58,offense,False,7,False,,False
