frame,id,x,y,vx,vy,ax,ay,v_mag,a_mag,v_angle,a_angle,diff_v_a_angle,diff_v_angle,diff_a_angle,class,holder,closest,selected,prev_holder,def_selected
0,1,15.55,10.14,-0.12,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,3,False,,False
0,2,6.09,15.26,-0.23,-0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,False,5,False,,False
0,3,23.19,20.28,-0.07,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,False,1,False,,False
0,4,28.11,23.38,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,False,12,False,,False
0,5,26.47,19.02,-0.05,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,2,False,,False
0,6,29.52,22.7,0.01,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,False,8,False,,False
0,7,34.1,21.69,-0.03,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,False,14,False,,False
0,8,36.14,25.33,-0.09,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,6,False,,False
0,9,34.86,22.78,0.1,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,False,13,False,,False
0,10,34.6,21.42,-0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,11,False,,False
0,11,-1.38,3.08,0.3,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,True,10,False,,False
0,12,39.66,21.38,-0.04,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,4,False,,False
0,13,43.67,23.66,-0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,9,False,,False
0,14,40.67,17.03,0.04,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defense,False,7,False,,False
0,15,-1.38,3.08,0.3,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disc,False,0,False,,False
1,1,15.53,10.13,-0.26,-0.08,-1.41,0.24,0.12,0.0,-113.66,0.0,113.66,-113.66,0.0,defense,False,3,False,,False
1,2,6.06,15.23,-0.33,-0.35,-1.03,-0.91,0.95,0.0,-124.16,0.0,124.16,-124.16,0.0,offense,False,5,False,,False
1,3,23.18,20.27,-0.12,-0.08,-0.5,-0.2,0.04,0.0,172.78,0.0,172.78,172.78,0.0,offense,False,1,False,,False
1,4,28.11,23.39,0.01,0.08,-0.03,0.36,0.06,0.0,-8.17,0.0,8.17,-8.17,0.0,offense,False,12,False,,False
1,5,26.47,19.02,-0.23,-0.24,-1.79,-1.95,0.09,0.0,-140.57,0.0,140.57,-140.57,0.0,defense,False,2,False,,False
1,6,29.52,22.7,0.03,0.0,0.11,0.06,0.03,0.0,-38.6,0.0,38.6,-38.6,0.0,offense,False,8,False,,False
1,7,34.1,21.68,-0.06,-0.03,-0.33,0.29,0.11,0.0,-113.73,0.0,113.73,-113.73,0.0,offense,False,14,False,,False
1,8,36.13,25.3,-0.2,-0.36,-1.08,-1.5,0.63,0.0,-107.39,0.0,107.39,-107.39,0.0,defense,False,6,False,,False
1,9,34.87,22.82,0.13,0.61,0.35,2.31,0.64,0.0,74.85,0.0,74.85,74.85,0.0,offense,False,13,False,,False
1,10,34.59,21.43,-0.09,0.05,-0.66,-0.16,0.12,0.0,112.25,0.0,112.25,112.25,0.0,defense,False,11,False,,False
1,11,-1.36,3.12,0.55,0.71,2.5,3.21,0.61,0.0,53.26,0.0,53.26,53.26,0.0,offense,True,10,False,,False
1,12,39.65,21.36,-0.09,-0.08,-0.49,0.34,0.25,0.0,-105.62,0.0,105.62,-105.62,0.0,defense,False,4,False,,False
1,13,43.66,23.66,-0.15,-0.05,-0.82,-0.68,0.13,0.0,147.53,0.0,147.53,147.53,0.0,defense,False,9,False,,False
1,14,40.68,17.13,-0.0,0.79,-0.4,1.72,2.26,0.0,83.64,0.0,83.64,83.64,0.0,defense,False,7,False,,False
1,15,-1.36,3.12,0.55,0.71,2.5,3.21,0.61,0.0,53.26,0.0,53.26,53.26,0.0,disc,False,0,False,,False
2,1,15.51,10.11,-0.39,0.18,-1.31,2.66,0.36,0.23,-115.98,-117.23,1.24,-2.32,-117.23,defense,False,3,False,,False
2,2,6.02,15.18,-0.4,-0.34,-0.66,0.04,0.55,0.41,-133.56,68.62,157.82,-9.4,68.62,offense,False,5,False,,False
2,3,23.17,20.27,-0.18,-0.09,-0.57,-0.12,0.21,0.18,-133.59,-122.78,10.81,-306.37,-122.78,offense,False,1,False,,False
2,4,28.12,23.4,-0.01,0.13,-0.27,0.57,0.02,0.04,-8.17,171.83,180.0,0.0,171.83,offense,False,12,False,,False
2,5,26.45,19.01,-0.48,-0.41,-2.49,-1.73,0.1,0.01,-138.26,-94.4,43.86,2.31,-94.4,defense,False,2,False,,False
2,6,29.53,22.7,0.04,0.05,0.13,0.43,0.03,0.03,12.52,65.15,52.63,51.11,65.15,offense,False,8,False,,False
2,7,34.1,21.67,-0.11,0.06,-0.44,0.92,0.11,0.0,-113.73,-105.95,7.78,0.0,-105.95,offense,False,14,False,,False
2,8,36.12,25.27,-0.37,-0.58,-1.66,-2.15,0.25,0.38,-102.03,69.01,171.05,5.35,69.01,defense,False,6,False,,False
2,9,34.89,22.89,0.13,0.77,0.01,1.65,0.63,0.01,74.82,-101.5,176.33,-0.03,-101.5,offense,False,13,False,,False
2,10,34.59,21.44,-0.21,0.04,-1.21,-0.09,0.11,0.01,114.61,-109.42,135.98,2.36,-109.42,defense,False,11,False,,False
2,11,-1.29,3.2,0.79,1.0,2.33,2.83,0.62,0.01,53.33,59.63,6.3,0.07,59.63,offense,True,10,False,,False
2,12,39.64,21.34,-0.19,0.01,-0.97,0.98,0.24,0.01,-105.64,75.53,178.82,-0.03,75.53,defense,False,4,False,,False
2,13,43.65,23.66,-0.27,-0.12,-1.29,-0.66,0.13,0.0,149.08,-99.45,111.47,1.55,-99.45,defense,False,9,False,,False
2,14,40.69,17.21,-0.12,0.69,-1.19,-1.01,0.48,1.79,91.27,-98.4,170.33,7.64,-98.4,defense,False,7,False,,False
2,15,-1.29,3.2,0.79,1.0,2.33,2.83,0.62,0.01,53.33,59.63,6.3,0.07,59.63,disc,False,0,False,,False
3,1,15.44,10.11,-0.69,0.69,-2.94,5.05,0.48,0.19,-135.63,-175.99,40.36,-19.65,-58.76,defense,False,3,False,,False
3,2,5.95,15.12,-0.52,-0.33,-1.23,0.14,1.01,0.45,-134.23,-135.06,0.82,-0.67,-203.68,offense,False,5,False,,False
3,3,23.14,20.25,-0.29,-0.11,-1.14,-0.2,0.4,0.2,-132.41,-131.19,1.22,1.18,-8.41,offense,False,1,False,,False
3,4,28.12,23.42,-0.07,0.21,-0.61,0.79,0.15,0.15,62.58,69.32,6.74,70.75,-102.5,offense,False,12,False,,False
3,5,26.38,18.93,-0.94,-0.66,-4.59,-2.43,0.17,0.08,-143.17,-149.18,6.01,-4.91,-54.78,defense,False,2,False,,False
3,6,29.53,22.7,0.06,0.12,0.17,0.76,0.07,0.07,-65.34,-92.19,26.85,-77.86,-157.33,offense,False,8,False,,False
3,7,34.08,21.68,-0.2,0.28,-0.9,2.15,0.21,0.11,-113.73,-113.73,0.0,0.0,-7.78,offense,False,14,False,,False
3,8,36.06,25.19,-0.69,-0.89,-3.21,-3.14,0.81,0.56,-113.88,-119.2,5.32,-11.85,-188.21,defense,False,6,False,,False
3,9,34.91,23.02,0.14,1.1,0.1,3.21,1.26,0.63,74.85,74.87,0.03,0.03,176.38,offense,False,13,False,,False
3,10,34.56,21.44,-0.46,0.02,-2.52,-0.16,0.23,0.12,113.4,112.25,1.15,-1.2,221.67,defense,False,11,False,,False
3,11,-1.16,3.37,1.11,1.31,3.21,3.13,1.25,0.63,53.32,53.31,0.01,-0.01,-6.32,offense,True,10,False,,False
3,12,39.62,21.34,-0.41,0.11,-2.22,0.91,0.48,0.24,-105.63,-105.61,0.02,0.02,-181.14,defense,False,4,False,,False
3,13,43.61,23.64,-0.55,-0.16,-2.76,-0.39,0.27,0.13,147.95,146.83,1.11,-1.13,246.28,defense,False,9,False,,False
3,14,40.67,17.35,-0.35,0.68,-2.28,-0.07,2.84,2.36,84.84,83.54,1.3,-6.43,181.94,defense,False,7,False,,False
3,15,-1.16,3.37,1.11,1.31,3.21,3.13,1.25,0.63,53.32,53.31,0.01,-0.01,-6.32,disc,False,0,False,,False
4,1,15.35,10.23,-1.12,1.47,-4.33,7.88,1.02,0.58,-154.07,-169.08,15.01,-18.43,6.91,defense,False,3,False,,False
4,2,5.89,15.09,-0.62,-0.22,-0.98,1.05,1.8,0.8,-131.83,-128.78,3.04,2.41,6.27,offense,False,5,False,,False
4,3,23.1,20.24,-0.43,-0.1,-1.37,0.12,0.27,0.24,-166.37,86.31,107.32,-33.97,217.5,offense,False,1,False,,False
4,4,28.11,23.45,-0.18,0.28,-1.05,0.68,0.36,0.21,79.76,91.84,12.08,17.18,22.52,offense,False,12,False,,False
4,5,26.23,18.82,-1.65,-1.06,-7.14,-4.01,0.53,0.35,-137.7,-135.05,2.65,5.47,14.13,defense,False,2,False,,False
4,6,29.54,22.73,0.06,0.22,0.05,0.97,0.14,0.18,43.06,66.02,22.96,108.4,158.21,offense,False,8,False,,False
4,7,34.05,21.72,-0.36,0.56,-1.58,2.86,0.35,0.15,-127.33,-147.2,19.87,-13.6,-33.48,offense,False,14,False,,False
4,8,35.96,25.04,-1.11,-1.14,-4.18,-2.43,1.14,0.34,-118.25,-128.56,10.32,-4.37,-9.36,defense,False,6,False,,False
4,9,34.92,23.16,0.09,1.33,-0.5,2.31,2.09,0.84,77.7,81.98,4.28,2.85,7.11,offense,False,13,False,,False
4,10,34.49,21.44,-0.93,-0.22,-4.66,-2.4,0.34,0.12,100.96,76.99,23.97,-12.44,-35.26,defense,False,11,False,,False
4,11,-0.99,3.58,1.51,1.66,3.98,3.48,3.73,2.49,51.09,49.97,1.12,-2.24,-3.35,offense,True,10,False,,False
4,12,39.56,21.38,-0.75,0.28,-3.42,1.78,0.42,0.13,-120.61,128.69,110.7,-14.98,234.3,defense,False,4,False,,False
4,13,43.54,23.6,-0.95,-0.19,-4.03,-0.34,0.34,0.33,-147.48,-100.14,47.35,-295.43,-246.97,defense,False,9,False,,False
4,14,40.61,17.37,-0.75,0.31,-4.02,-3.71,1.44,1.43,93.39,-103.77,162.84,8.55,-187.3,defense,False,7,False,,False
4,15,-0.99,3.58,1.51,1.66,3.98,3.48,3.73,2.49,51.09,49.97,1.12,-2.24,-3.35,disc,False,0,False,,False
5,1,15.2,10.48,-1.7,2.56,-5.75,10.85,2.28,1.91,149.59,123.37,26.22,303.65,292.45,defense,False,3,False,,False
5,2,5.83,15.1,-0.69,0.0,-0.72,2.28,0.42,1.68,160.44,61.54,98.9,292.27,190.32,offense,False,5,False,,False
5,3,23.04,20.23,-0.63,-0.1,-2.02,-0.04,0.66,0.39,-164.6,-163.39,1.21,1.78,-249.7,offense,False,1,False,,False
5,4,28.08,23.49,-0.33,0.32,-1.54,0.44,0.49,0.27,112.44,157.29,44.85,32.68,65.46,offense,False,12,False,,False
5,5,26.0,18.7,-2.59,-1.46,-9.36,-4.04,4.77,4.25,-131.94,-131.22,0.71,5.77,3.82,defense,False,2,False,,False
5,6,29.55,22.76,0.05,0.32,-0.15,0.97,0.14,0.01,41.71,-110.16,151.87,-1.35,-176.18,offense,False,8,False,,False
5,7,34.01,21.83,-0.59,0.95,-2.31,3.86,1.05,1.25,114.64,100.48,14.15,241.97,247.69,offense,False,14,False,,False
5,8,35.8,24.88,-1.65,-1.38,-5.46,-2.48,2.11,1.08,-135.76,-154.34,18.58,-17.51,-25.77,defense,False,6,False,,False
5,9,34.93,23.32,-0.01,1.46,-1.04,1.36,2.04,0.37,87.79,-179.22,92.99,10.09,-261.2,offense,False,13,False,,False
5,10,34.36,21.43,-1.66,-0.73,-7.32,-5.13,1.41,1.57,-147.38,-135.73,11.65,-248.34,-212.73,defense,False,11,False,,False
5,11,-0.83,3.74,1.84,1.86,3.38,1.99,4.4,0.68,52.27,58.82,6.55,1.18,8.86,offense,True,10,False,,False
5,12,39.45,21.43,-1.24,0.55,-4.94,2.64,1.56,1.82,117.13,105.88,11.26,237.74,-22.81,defense,False,4,False,,False
5,13,43.4,23.58,-1.53,-0.16,-5.74,0.3,1.85,1.53,-131.21,-127.67,3.54,16.27,-27.53,defense,False,9,False,,False
5,14,40.5,17.37,-1.31,-0.14,-5.6,-4.44,1.12,2.13,-154.82,-115.92,38.91,-248.21,-12.15,defense,False,7,False,,False
5,15,-0.83,3.74,1.84,1.86,3.38,1.99,4.4,0.68,52.27,58.82,6.55,1.18,8.86,disc,False,0,False,,False
6,1,14.97,10.86,-2.32,3.81,-6.21,12.55,6.28,5.07,101.02,81.32,19.7,-48.56,-42.05,defense,False,3,False,,False
6,2,5.75,15.12,-0.75,0.31,-0.53,3.08,0.94,0.6,133.76,115.25,18.51,-26.68,53.71,offense,False,5,False,,False
6,3,22.96,20.23,-0.83,-0.07,-2.05,0.27,0.72,0.19,-179.65,116.6,63.76,-15.05,279.99,offense,False,1,False,,False
6,4,28.03,23.53,-0.54,0.29,-2.06,-0.35,1.05,0.57,123.45,132.88,9.43,11.01,-24.41,offense,False,12,False,,False
6,5,25.64,18.49,-3.45,-1.46,-8.61,-0.03,3.88,2.14,-157.99,101.09,100.92,-26.06,232.31,defense,False,2,False,,False
6,6,29.55,22.81,0.0,0.4,-0.44,0.87,0.98,0.88,79.61,85.06,5.45,37.89,195.22,offense,False,8,False,,False
6,7,33.92,21.96,-0.86,1.32,-2.77,3.72,1.88,0.84,109.83,103.82,6.01,-4.81,3.34,offense,False,14,False,,False
6,8,35.58,24.74,-2.2,-1.49,-5.47,-1.07,4.62,2.57,-125.99,-117.98,8.01,9.77,36.36,defense,False,6,False,,False
6,9,34.91,23.49,-0.17,1.37,-1.57,-0.93,1.31,0.88,104.66,-117.81,137.54,16.87,61.41,offense,False,13,False,,False
6,10,34.13,21.32,-2.59,-1.51,-9.31,-7.81,2.08,1.25,176.85,135.61,41.24,324.23,271.34,defense,False,11,False,,False
6,11,-0.6,3.95,2.08,1.79,2.31,-0.64,3.68,0.77,48.62,-109.94,158.56,-3.65,-168.76,offense,True,10,False,,False
6,12,39.28,21.5,-1.86,0.65,-6.2,0.99,2.44,1.08,135.62,163.03,27.41,18.49,57.15,defense,False,4,False,,False
6,13,43.19,23.57,-2.18,0.04,-6.48,2.04,2.18,1.22,-165.35,136.66,58.0,-34.14,264.33,defense,False,9,False,,False
6,14,40.31,17.28,-1.98,-0.68,-6.68,-5.42,3.55,2.61,-126.73,-115.07,11.66,28.09,0.84,defense,False,7,False,,False
6,15,-0.6,3.95,2.08,1.79,2.31,-0.64,3.68,0.77,48.62,-109.94,158.56,-3.65,-168.76,disc,False,0,False,,False
7,1,14.66,11.39,-3.19,4.56,-8.77,7.43,6.75,1.74,115.78,-177.08,67.14,14.76,-258.4,defense,False,3,False,,False
7,2,5.67,15.19,-0.79,0.61,-0.42,3.02,1.59,1.04,94.59,59.95,34.64,-39.17,-55.3,offense,False,5,False,,False
7,3,22.85,20.22,-1.08,-0.09,-2.42,-0.12,0.98,0.27,177.88,171.23,6.65,357.52,54.63,offense,False,1,False,,False
7,4,27.95,23.56,-0.76,0.12,-2.24,-1.71,0.91,0.78,169.67,-114.1,76.23,46.22,-246.98,offense,False,12,False,,False
7,5,25.16,18.28,-4.28,-1.41,-8.28,0.59,4.2,1.0,-171.57,123.25,65.18,-13.58,22.16,defense,False,2,False,,False
7,6,29.55,22.86,-0.08,0.42,-0.79,0.12,0.82,0.22,88.8,-136.95,134.25,9.19,-222.0,offense,False,8,False,,False
7,7,33.8,22.15,-1.2,1.53,-3.39,2.09,3.24,1.36,105.63,99.82,5.8,-4.2,-4.0,offense,False,14,False,,False
7,8,35.29,24.57,-2.64,-1.21,-4.37,2.83,3.07,2.86,-163.1,94.44,102.45,-37.12,212.42,defense,False,6,False,,False
7,9,34.88,23.62,-0.33,1.19,-1.57,-1.8,1.48,0.2,101.0,76.34,24.66,-3.66,194.15,offense,False,13,False,,False
7,10,33.76,21.08,-3.65,-2.59,-10.55,-10.78,2.89,0.89,-173.99,-152.21,21.79,-350.84,-287.82,defense,False,11,False,,False
7,11,-0.37,4.13,2.29,1.6,2.13,-1.89,2.32,5.72,-94.71,-117.32,22.62,-143.33,-7.38,offense,True,10,False,,False
7,12,39.02,21.61,-2.52,0.57,-6.52,-0.78,2.74,1.96,179.63,-120.62,59.75,44.01,-283.65,defense,False,4,False,,False
7,13,42.89,23.58,-2.85,0.32,-6.71,2.75,3.24,1.84,161.79,121.93,39.86,327.14,-14.73,defense,False,9,False,,False
7,14,40.03,17.15,-2.64,-0.9,-6.6,-2.27,2.96,1.84,-158.01,109.66,92.33,-31.27,224.73,defense,False,7,False,,False
7,15,-0.37,4.13,2.29,1.6,2.13,-1.89,2.32,5.72,-94.71,-117.32,22.62,-143.33,-7.38,disc,False,0,False,,False
8,1,14.28,12.01,-4.14,4.88,-9.47,3.2,7.43,1.45,126.1,-177.09,56.81,10.32,-0.02,defense,False,3,False,,False
8,2,5.58,15.28,-0.91,0.78,-1.21,1.62,1.5,2.09,179.64,-131.03,49.33,85.05,-190.99,offense,False,5,False,,False
8,3,22.72,20.22,-1.33,-0.11,-2.5,-0.21,1.31,0.33,179.8,-174.4,5.8,1.92,-345.63,offense,False,1,False,,False
